"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
2247,793,2674,1826,1276,2609,89,1439,2199,563,876,310,3455,108,1653,2130,3246,2067,1504,1730,3027,138,3602,1362,1510,3416,3271,409,708,216,2770,1216,3483,1664,2756,738
824,2971,748,3004,551,990,1541,760,3403,548,1314,1135,2303,2315,3063,2183,2774,3243,1460,1749,984,2018,2561,2782,2263,2119,2234,2379,3418,3292,2015,833,3494,712,2880,3583
1293,183,2366,1353,2754,1198,529,936,508,3271,2746,3405,313,2242,2756,3602,393,2835,2356,1842,2877,126,3246,1439,3355,2348,1812,277,2770,3486,628,708,1092,28,1873,108
744,1832,3488,1690,1947,3177,320,2825,91,2873,3298,1387,2083,2904,346,2124,1438,1137,1278,831,421,274,79,217,817,1763,2647,2044,3327,894,3047,2391,498,2559,2786,1333
1290,2665,566,2349,1255,2042,159,2041,1815,102,2632,1415,2682,2642,433,1621,2712,709,1871,2950,1492,2,3332,3408,3182,2144,2951,1605,1645,3192,2891,978,2627,2600,686,3568
2398,1780,2329,1900,2002,2649,2164,2011,2763,880,2586,2909,1719,687,1747,1811,360,2942,697,2549,3579,2418,2805,1365,3369,923,1257,43,2821,3296,699,1563,1476,1065,3414,2855
751,2598,2116,763,660,2723,2250,3544,3541,2595,2563,3520,3057,1682,2010,3264,100,2363,2077,1908,560,761,2375,2667,304,2432,3252,1503,2589,101,1424,780,453,3193,2513,3217
1500,305,2903,2305,1977,1171,3360,1864,2422,2794,3237,1187,594,2428,1532,2270,956,248,2492,2981,3342,3149,3026,2672,2692,1480,1427,2730,2814,2631,2108,422,150,2480,3592,658
2177,2271,68,1863,106,1587,3175,185,3375,1268,966,1923,1230,1520,797,2082,1800,3167,756,3311,2069,2606,139,1723,860,2847,465,919,3129,1158,861,483,9,3587,2815,1680
2785,1332,1604,1303,1100,3475,315,1773,2544,950,3105,1058,2088,2620,2905,3302,115,3563,3095,2612,1240,1045,991,2779,3607,2001,2923,2122,11,2218,2938,3497,1620,2784,180,1176
3108,2110,165,2207,2525,593,1953,3378,25,2639,2699,673,721,1561,3438,1192,3326,210,2232,1018,2203,2016,2266,3424,3284,3349,276,477,3096,2733,2531,1367,3383,1355,2941,1725
1810,515,3227,3101,555,163,1127,772,921,2111,1468,1373,243,3184,2801,10,1315,1673,3238,1251,586,3575,1959,3073,2075,573,1239,2616,2928,1550,1497,3229,63,3609,2678,1183
1618,2109,1836,3514,2113,1598,347,603,2552,2708,197,2396,695,2410,613,1946,865,354,1342,2477,654,2889,2115,645,1517,2560,2953,808,1312,3066,1291,186,2570,1704,3525,2646
1193,2804,2537,1956,2475,1744,1085,1453,1484,2818,2894,294,3209,2373,464,1145,1850,2020,1327,1691,441,996,2237,1368,676,2681,526,2762,3012,755,148,2021,785,2385,2925,2984
3176,2216,1545,622,2292,2872,1017,520,1281,2313,2693,1117,998,1670,493,2671,1105,561,821,2737,3223,667,171,3567,1057,1852,1665,1071,2338,3469,3091,3191,3526,209,2204,1266
2537,1484,1327,1085,148,441,1744,1193,2026,1368,3548,676,3207,1145,724,471,1850,2995,2804,2475,2894,294,1047,818,3044,2925,153,2385,891,2679,1956,1443,3012,1494,2762,1916
38,2399,3007,584,2576,907,645,3001,1586,2646,844,1517,3080,2123,613,2552,869,386,1291,808,1946,2112,2663,2109,2414,2993,2708,1409,1836,337,2889,2953,944,197,444,2167
2387,1816,3060,927,112,2812,556,1879,3139,1877,961,253,3317,2504,874,2293,2248,3462,1377,3278,285,1096,784,72,218,1157,1456,1182,297,55,1562,1114,496,1204,2500,635
1307,717,1032,2262,1613,1466,308,2705,928,875,1184,2281,269,1731,2458,1024,1622,3102,2152,791,3142,1915,3470,795,688,3061,2734,355,2210,1414,2807,134,3111,2796,1928,768
3476,825,962,3006,457,3019,1140,904,1970,3088,2245,2473,3038,883,576,1848,395,1472,614,2078,821,1309,2436,3223,3091,970,31,3056,70,2273,3526,934,1949,2867,2696,1017
3532,666,2573,1455,3439,1296,3300,2279,1406,2114,1407,6,3472,1412,2372,3077,533,2325,461,1996,1228,1329,273,522,1910,894,765,1393,3251,1746,442,3107,565,303,1226,993
625,2691,73,1540,3363,1033,353,854,1686,2977,2532,3174,2860,164,2238,1334,2840,1496,472,3028,1596,2460,1576,27,2394,2591,1516,517,1935,3456,2339,604,2437,1380,96,2980
1248,1830,915,1214,1015,2961,906,940,485,3388,2340,3290,1160,1785,1215,2619,3370,1370,2978,240,153,2546,2332,3044,1491,723,1600,1584,58,1166,506,1916,1443,1652,571,1961
2363,3465,101,1503,2374,1999,2131,3520,2563,914,2264,2467,2589,660,3589,3252,578,3466,100,2195,2963,1544,2723,3254,1391,1155,2186,1283,2598,2010,2513,2378,3566,780,1804,3200
2640,1301,1932,1611,3280,1223,1093,1578,3558,307,2350,2844,3037,244,2190,1606,2778,3146,3325,175,2389,2037,132,862,384,486,1389,3555,3341,2766,1958,691,361,2101,280,599
1326,1978,2433,487,2481,1341,3054,1546,3122,1082,2221,3515,1674,431,559,1487,754,2856,852,77,78,1205,2968,3435,1091,700,2610,930,2302,211,634,2715,534,427,1488,1796
661,656,110,3528,881,3335,241,3126,1588,1519,3222,2890,402,1828,574,2206,1340,747,2742,2117,437,2935,664,1379,2328,3427,513,2185,2686,643,2304,1306,2353,416,764,1736
2681,972,2161,3043,1691,2527,2984,2818,2244,2357,3065,2021,2020,2897,1712,426,2373,445,755,2804,1529,1956,2358,2919,959,1059,734,996,834,356,294,1661,3571,1453,595,1635
574,513,2686,1340,881,661,2353,241,1736,3391,3126,3220,664,1413,2503,3427,3528,110,1669,437,542,402,3121,3601,2935,1459,1828,656,3335,16,1348,2587,1103,42,1588,1519
821,2245,1670,1017,3526,395,1970,883,998,2216,1665,2436,3019,3091,2313,3176,3038,3255,3088,1545,3208,825,1472,457,3469,3224,2078,2737,2696,520,3006,493,2292,2473,2867,1595
1538,1665,3255,3310,1595,3469,3561,1266,3526,2696,1161,2313,2588,2436,493,1670,1777,3345,429,2078,2949,1637,395,1553,3567,3223,1545,2216,2346,1950,3038,3128,300,1281,1017,142
14,331,3289,1146,1768,735,2063,3190,1277,1120,2400,1219,1270,2869,1126,1522,1405,3322,173,1709,177,3393,870,2868,260,83,62,1870,287,997,1253,2269,1917,1345,1046,1054
799,728,2156,1262,729,2538,698,2842,1527,263,2334,1112,376,1508,120,681,1202,2497,1037,2031,2330,668,3024,1250,2403,1684,1597,2165,3248,647,1530,2859,2596,523,1151,3582
243,1127,3101,3205,2111,555,3238,1251,1810,3184,163,1315,3229,586,921,515,2616,1373,1705,466,1259,476,2801,63,772,3073,1468,1673,1183,2928,3230,22,573,10,2299,1550
109,2298,1485,2169,1801,1882,351,1068,1884,1168,1172,776,2097,3367,1434,1097,670,1430,1372,1404,2200,2556,2359,2673,1772,215,550,2136,2392,630,1958,434,899,2054,2739,1603
3238,3230,243,1705,466,1251,1382,2111,1127,1259,3123,476,1089,3227,2924,586,2616,3460,3101,3597,2030,2744,555,3184,1663,22,1315,2211,1454,2299,3205,3307,63,1183,2618,3082
1089,1382,1705,3229,3123,466,3597,2030,3238,2924,1251,3460,3307,2744,1259,243,2211,476,1792,3320,303,2111,665,586,1127,1663,2616,2618,3082,1454,3227,2822,22,3251,364,2299
94,2999,1357,693,1014,2454,1903,1056,1364,947,2716,608,3537,803,84,2344,3011,3569,616,2625,857,1898,1787,403,1044,3259,1477,438,450,3354,1457,1693,1732,733,3090,261
2946,1627,3562,527,1048,1783,2543,405,3503,1299,71,2070,1922,2773,1111,26,2257,963,1084,896,1000,2217,1769,2081,1310,502,140,256,1396,2381,971,1347,841,1358,338,2714
3084,662,3189,1833,2008,2575,1824,1445,500,2364,1809,638,2834,1765,1885,946,451,2511,1354,2594,1911,3452,2297,2151,2252,2813,3425,1750,1881,822,912,82,2323,2790,3344,1428
3171,3015,653,3340,2371,1300,2294,1667,2814,1217,1328,1363,692,2631,2255,658,2469,2790,2208,2480,133,1021,3502,968,432,1750,1756,2422,1532,3452,15,2300,3443,451,2270,2672
941,1718,1142,1849,3282,117,1006,3010,1419,3249,2727,762,913,3396,2198,1862,1123,3165,3315,1005,2592,1163,381,1201,275,733,2401,1556,116,856,1383,3059,3120,420,3259,479
589,2808,2750,168,1954,179,2579,1159,1356,629,2688,2628,1702,473,3008,1435,3172,1774,2659,80,2697,2865,1583,1791,1805,2496,2491,2012,1446,2145,2118,1987,2295,2900,214,3461
3342,1480,1977,248,2428,2903,1051,422,3592,1187,3201,2794,2256,2133,1171,2730,2981,2305,3299,3090,956,1427,3588,3606,305,1500,3149,1539,2270,2282,3360,491,1610,2287,2625,2422
586,3229,1705,1127,1259,243,2924,3227,3230,3184,22,1251,1382,3101,1663,63,2111,466,1089,921,3205,2744,3073,555,2618,3123,2616,339,476,601,1810,3597,1315,2072,3460,848
1930,2412,1040,2402,583,2192,28,371,290,1162,2938,2424,1755,3103,1914,1045,1842,1798,277,1957,2583,3302,2242,264,2122,2001,3023,2819,2356,2382,3105,1717,3303,2717,2937,529
3125,1732,1229,1477,1335,3463,3523,833,3011,3354,1383,3392,2561,1787,1005,608,868,1351,2782,348,733,3569,2303,1460,913,3315,2547,1056,2999,1179,760,3249,1357,2493,857,357
1822,694,2487,2755,1964,1927,3328,3324,144,1260,3483,2411,2243,1070,3511,2272,92,138,1728,788,239,1742,1231,1814,1510,2954,1653,942,1730,410,752,2685,1030,739,1707,89
2629,2722,201,3089,2521,1994,3295,1378,3385,3110,1325,2140,328,484,2499,1955,1273,1401,1867,1689,610,75,2286,3409,1125,540,1759,3181,1020,128,621,2444,999,1010,3492,925
1135,3292,2880,990,2119,1314,551,2234,2121,2263,767,748,2774,3153,2824,1408,3195,3063,760,2902,712,824,1537,2015,1776,220,1197,3004,548,2568,1321,2782,984,1007,3549,2971
1136,1594,1963,242,938,2553,1615,2472,2047,203,2188,3051,539,1467,2622,1580,979,3099,2036,359,3000,1762,3446,850,1952,2939,1030,1640,296,3267,2309,281,413,2954,439,3410
2319,2863,598,2019,541,1609,1990,838,2700,342,59,1585,2137,2351,2780,1656,3253,1888,406,309,1966,3608,2277,2453,330,591,980,2163,2341,2295,1581,1716,1094,2491,65,873
310,2609,708,1439,3271,2756,216,1276,3602,2366,2674,3355,2067,1353,3194,2548,108,2746,738,876,1859,508,793,3196,2770,2247,1198,1695,2348,2199,409,183,1826,1504,2558,2835
965,1660,336,3294,1414,3111,900,355,2416,1511,2930,3102,1132,1203,1384,2648,2281,688,2158,44,2973,2661,1928,1622,2459,545,1466,1001,1242,1184,1039,632,443,1613,1450,1915
681,2330,3582,1081,1684,205,263,1202,459,647,3144,122,698,120,1846,46,1530,1420,2156,1112,2538,1724,1250,3495,2403,1004,3527,953,678,3421,1262,1154,1508,1234,3131,1851
1005,733,3282,1123,913,1718,3354,1383,3259,762,3235,1006,1229,3569,117,1556,3315,1849,1477,608,3463,1351,3165,856,1142,941,2592,1364,1898,3396,3240,2727,357,1357,1419,1821
3098,3510,169,505,436,3141,41,1038,954,324,2094,233,2668,3127,2219,546,3052,1823,2816,752,2223,3436,2910,1331,271,2747,3480,3291,2494,2634,2222,788,2874,2442,1141,2345
273,2618,1228,3472,303,2744,2114,2072,6,442,2924,3597,2372,1296,1393,1663,1792,1382,3439,1910,666,1259,407,1406,339,1996,1705,5,3307,1089,22,1412,3532,565,3230,2822
2963,914,2563,1503,780,2010,2195,657,3465,2363,2598,1908,2578,3589,660,3217,778,2595,1563,2378,1837,816,3520,101,3200,763,2182,2264,2374,560,697,2723,2709,3264,1391,1999
3608,838,65,541,1585,2163,1868,309,1609,2341,2319,3046,2864,1888,2137,2274,3245,475,2189,1697,2173,59,1581,873,2019,1990,2964,246,2038,2863,156,980,406,2970,598,143
1544,3566,2728,578,272,2131,524,1999,1019,2186,1176,2589,1614,2467,176,101,2513,11,1283,1740,3151,2374,1185,3217,2218,1313,991,3520,100,115,3538,3466,1002,2363,1058,2432
3526,1595,3224,2436,2696,1665,2078,395,1538,3469,1670,3345,3038,3310,1553,3223,1161,2313,1970,3561,2473,1266,31,493,2245,1777,300,1017,1950,2216,457,2588,1323,1545,821,2346
2333,3394,1661,3163,2919,3161,1708,2310,426,2358,1374,378,259,2244,2384,1338,959,758,236,1906,1164,3043,1421,1712,3065,2032,595,1899,1642,322,2955,2161,2181,3586,734,2913
1941,1890,2236,58,423,1584,1443,807,3301,3290,571,392,818,1370,1441,2619,257,639,471,3044,1047,2447,2465,3485,240,771,2079,2961,915,103,2026,3442,3484,906,3388,152
2645,2135,649,141,223,2976,847,1926,1944,2331,2040,2065,3272,2577,1567,174,2320,3064,18,3173,2352,2283,1913,195,3041,642,2574,454,1339,489,3536,3552,2091,1872,2160,12
1123,1556,3569,733,1364,1898,3354,762,3249,1357,1821,84,608,1005,3282,856,1014,1693,1477,2999,1229,97,117,3165,648,3231,913,2716,1718,403,3120,3011,2059,1383,2454,3235
3353,3092,901,1662,1279,2802,3348,888,3382,2852,623,2879,2013,3085,33,1711,1295,905,1601,753,268,1853,3343,1564,1499,1971,706,319,572,93,1130,1311,1807,2666,3539,804
620,1761,2615,3518,926,2562,2694,675,358,3415,1696,2992,1350,726,1917,1892,3564,287,554,2965,340,298,3393,3467,1143,1522,283,3078,1870,177,382,1726,1482,231,1277,1267
23,1827,925,128,2251,1759,1401,536,1462,540,2140,3471,2449,1010,1273,1325,1994,2127,951,1125,2521,1220,3409,201,878,118,2617,1378,2499,3242,3356,2444,2629,2180,1366,2393
2749,924,86,1991,229,317,1676,1784,47,377,1109,858,682,2084,2969,2463,251,389,987,1834,1027,352,3104,1558,2590,1392,518,62,66,997,1130,1330,1046,1129,1345,3040
560,453,2595,304,3541,763,1908,2440,2667,2598,751,2054,2182,2010,1682,3200,550,3030,778,780,312,3193,630,3544,2116,2058,670,2563,660,2556,2709,2375,776,2975,3252,2723
1473,1571,510,3590,1918,2509,1795,3437,3557,266,2050,1875,1238,1631,2365,2005,1984,1681,196,2134,1359,1265,1050,672,2296,2702,501,2613,711,521,2100,1308,3574,2515,345,1474
1148,3487,2936,1478,983,1568,1243,314,1851,3406,1151,678,893,2526,1196,2165,2386,3421,1250,1530,1554,1204,1037,122,285,3131,2596,3351,1202,784,1808,1157,885,1254,2497,1420
413,2581,2633,1640,1580,2047,3143,1762,2241,3032,1467,242,2683,710,1577,439,203,1594,1698,1897,3513,359,3000,2680,2062,2545,1615,2518,1963,3244,1778,1227,2022,1136,192,2622
2664,2222,1083,1644,2539,1969,61,271,3436,2557,1657,1139,546,1110,99,1745,2536,1113,2094,509,2725,2213,1038,3480,1526,1320,2910,98,1779,1022,3510,659,1973,3124,3543,2056
2911,440,1858,957,3431,945,2650,1933,820,2291,299,2483,851,2316,147,2142,267,1559,2269,705,2488,3323,1221,428,3611,482,3359,1523,385,50,173,123,1247,3377,1448,2335
3155,35,2719,1753,1403,564,158,85,1402,3117,326,3136,839,3344,3045,1479,715,2585,250,822,435,3429,1902,3157,1715,3534,301,2297,36,2843,939,162,1174,1493,1885,1016
2756,3602,3246,1353,1439,2366,2609,508,708,3196,2746,108,310,183,2674,2770,3355,1198,216,1293,1276,2242,2754,3194,277,2548,2199,1504,2348,2835,529,2067,3405,2247,1717,1695
18,1913,2331,141,1926,3064,1872,2283,2645,847,2577,489,2091,174,2135,223,3273,2574,3164,1992,1339,507,3258,649,1567,2352,2000,2798,535,1944,1895,3041,1672,1866,1599,454
489,2000,1895,507,1913,1872,2798,3064,2484,2718,3164,18,2574,773,1671,1599,3272,2091,1672,2577,1053,1926,3277,1190,2429,2637,535,2331,2283,802,2352,702,141,3432,321,1992
2132,3604,2854,1211,2147,3097,2853,2343,3507,2126,1233,2278,1490,3135,1034,255,3114,884,3400,809,2258,1170,3584,1102,1796,2947,1498,3119,2079,103,2698,2209,863,152,930,3484
2817,2530,1188,982,1505,2220,1651,2489,960,832,1095,1452,2701,129,2468,2948,943,2240,867,3160,415,2982,1376,2096,3297,2836,1733,609,2176,588,2033,1489,1658,383,2170,3441
1581,2064,1337,1569,1697,2029,406,309,516,790,1975,156,2137,1735,1398,840,2864,1244,1990,1966,838,3608,154,398,2729,986,2189,2584,2714,3390,2319,1399,1868,2239,2759,140
2484,1998,1671,1190,557,321,802,1895,1599,716,2985,2558,2718,507,532,702,2858,1695,2000,2934,2967,2637,3273,2920,1873,2348,1859,3164,2548,2429,773,975,680,1371,1872,3355
1456,1096,2504,3139,784,3462,55,556,1377,961,2500,1182,1877,927,285,1147,635,112,72,3060,2248,1879,2293,3457,1114,1816,1608,3317,188,2812,1534,2386,3211,983,1630,2387
3525,2115,2871,207,2846,1643,865,3501,2477,1077,1692,2787,1312,603,1548,1655,1703,864,2396,2113,3283,1720,732,1128,2421,3423,2571,695,186,3473,3066,1675,1224,543,1618,69
3146,1223,2350,2844,3218,1932,2778,486,3555,1301,2190,1611,1578,1389,280,384,2640,307,862,3037,361,1958,1093,2058,2975,2389,2593,1543,3558,1606,132,2200,2624,2037,3193,244
1115,3152,2193,2675,1165,190,2090,1997,1729,2438,1853,1418,1061,1245,1786,1499,2407,1311,596,2007,623,2106,2457,2155,2666,1711,587,2551,2478,2731,905,1869,989,1564,1119,291
1123,117,3249,762,3235,1718,913,733,1556,3165,1142,1849,1005,3259,2727,856,1006,941,3354,275,3120,1383,3569,3315,1862,3010,3396,1898,1419,1821,1229,1163,97,2592,1364,2198
1688,1049,1720,3501,3066,1312,2989,1704,1703,2572,3525,2396,787,3346,1224,2846,354,865,3430,3331,45,3279,2560,2571,1979,2787,2261,2115,1598,2113,1643,19,288,95,603,197
3096,3445,3326,3438,2733,3565,1237,2439,2016,1953,2266,579,1099,2941,673,2699,1463,2482,2448,2207,2110,2061,2760,3380,2232,3383,178,2043,477,1192,882,3378,1186,25,1767,2887
1649,3560,88,1861,2832,2380,1790,2003,3536,2495,701,1509,2587,2336,3395,454,3306,1678,1669,897,1672,2352,437,2304,367,829,1471,1122,642,2320,664,1053,2103,1567,1794,12
2265,3002,2505,3,2355,1710,3086,2239,1835,575,2907,501,495,986,2611,1701,711,2515,3390,327,252,3109,1244,2729,759,1474,3047,2886,1875,2365,627,2044,2876,1975,1984,1050
867,2033,3433,3496,1177,105,415,2701,547,1274,2022,145,1651,2172,3160,2545,826,3449,129,2817,1658,2518,1422,2489,412,2680,131,2413,2908,1577,2530,2434,2982,3032,2181,3531
2087,7,1465,1646,3610,2145,1960,2659,2564,2697,1702,1774,3461,2579,1356,2012,2865,2808,2628,2276,2845,589,1976,3008,168,80,2080,2118,3236,1555,1159,2437,1954,1516,2900,2750
1146,1126,3225,1120,2400,735,177,1768,331,1522,260,3322,1253,14,3393,1277,1219,83,2063,1625,2284,298,3190,2869,1405,892,1917,997,287,1046,1288,1270,358,62,1870,2524
1584,1370,2619,58,2961,915,1443,906,571,3257,3388,3216,240,3044,1941,423,1248,1015,2447,471,153,818,2978,1441,1890,2236,1160,1785,1830,1214,1876,3548,807,3301,940,485
1728,752,372,324,3052,2345,239,2243,436,2494,2668,3410,3328,233,788,169,296,3419,1070,1822,1030,3141,3324,2634,3250,2816,2066,3099,2939,41,694,1823,3051,1742,505,3017
2880,3243,1135,2234,767,2824,2119,1408,2774,990,1776,1197,2121,1314,551,712,2568,1007,3153,220,2263,3549,760,2782,514,748,3371,3069,1152,3195,1537,348,3063,824,2383,1080
801,2394,222,2591,1236,3508,3361,17,2532,96,604,1878,1496,512,335,2238,2308,1590,3456,2178,1033,1423,73,1400,1576,3180,3174,1659,2878,2977,3318,2967,1555,3215,2035,3498
336,2416,1511,1660,2648,3247,2661,965,1384,1203,1242,3111,2973,900,443,1414,2930,1001,1039,44,1225,1132,1909,355,2459,1450,1972,3102,3576,688,3140,2158,3587,2281,545,2312
2722,484,1689,2629,1867,328,3242,3385,1616,621,3492,1378,3089,730,3181,2275,2521,2286,201,1955,1994,1131,1020,1799,235,390,2230,1273,3409,1552,3110,949,531,470,2140,2393
1065,855,3553,2942,43,2586,1365,1410,1106,1811,1116,2002,1607,3414,2883,2926,880,2398,1286,782,2549,1854,279,923,2327,2143,2763,2329,3199,736,1825,651,2138,1531,687,1900
769,2743,1733,1095,1489,2948,2768,3336,2240,2138,982,2096,1026,2143,3441,2220,2105,960,1574,302,736,2045,2176,2883,1452,279,3275,1188,1797,1376,2745,1116,1893,1505,2898,2468
346,2825,79,1947,320,2124,3047,2391,3177,3488,1438,1278,2886,3197,2647,2044,2904,2083,2907,1832,1050,2611,1690,91,2134,2873,498,2559,1763,817,744,2515,274,2100,327,421
2256,438,1051,3067,491,3090,2133,450,3342,1411,803,3588,1480,2960,2625,947,422,1962,3237,3592,1421,261,1539,1906,2344,2428,1903,693,3606,823,3586,248,616,2955,2454,2981
533,3077,1455,1407,3532,1406,2279,1996,522,1329,3214,1296,765,2573,461,1746,6,666,993,2325,565,200,1393,3472,3107,2114,1226,48,273,894,3439,452,2296,407,1228,1763
423,2465,2236,1441,771,639,3442,392,3257,571,814,152,1890,2962,2447,1584,103,3364,1941,3551,624,1617,257,58,2619,2079,2707,884,240,3584,807,3033,3290,2278,1876,3524
2938,2001,1332,1773,1045,3105,1798,2402,2779,2785,3475,2122,2192,2717,3203,2905,290,3563,2424,2382,3239,1501,2784,1040,1303,2544,1100,1058,264,180,583,1385,1604,2923,1914,2218
1476,3023,1043,1257,2583,3103,2821,775,1747,1880,1162,371,2819,3603,2909,2805,1957,2412,1042,2855,370,360,1914,2748,1040,2687,2649,1755,2164,1930,2937,286,3239,1780,1717,3579
3444,3578,1208,184,781,3009,3312,1090,404,994,2602,3338,460,2290,3389,937,2519,2627,3050,1968,1770,2435,2430,553,2417,3192,2317,3147,2360,1605,2051,119,581,2461,1492,2690
1287,3347,2528,226,2827,2426,289,232,2517,2796,2775,1470,727,806,2734,2811,3601,388,2957,2210,1348,3022,3142,1731,3121,2089,928,8,3427,768,740,308,1736,1103,1985,2935
1509,2380,1471,1790,2304,2103,1122,2832,437,2742,88,2535,1678,402,3285,1965,2587,720,1794,1588,701,430,241,2328,3560,664,1649,146,2179,2003,3528,829,170,1861,369,1669
3597,1089,2822,1792,3320,2030,3123,1382,303,5,1860,665,3230,2744,1195,442,2211,948,1705,1910,466,2924,3460,364,446,3251,1228,3229,3082,2372,1282,2618,1259,476,3472,1249
1699,2289,866,2875,3132,929,2191,3450,2046,3188,1904,1813,160,291,3381,2658,3479,872,935,2731,3373,3581,1170,2209,2603,492,1856,511,2155,1297,1102,3570,1156,815,1786,2829
480,1417,2695,30,2810,462,3404,2149,967,2966,237,1619,2205,306,3154,2522,1072,828,3380,1261,2061,3505,669,1844,1292,1036,1086,1444,2512,3422,1442,1186,2055,882,577,2224
2588,3561,1266,3469,3224,1538,429,2949,1665,1595,493,1777,3128,3255,1637,3567,2313,1161,2597,2227,792,3526,4,2696,1670,1281,3345,142,2346,1545,111,2436,2870,1057,2216,1950
1520,3175,2073,756,2815,3162,2271,919,1230,1524,786,985,1268,2177,3542,483,2662,325,106,3202,3129,2567,2933,827,1124,166,2228,185,139,2404,2082,2455,2636,1587,1518,3076
3578,2290,3444,1968,3050,460,3304,404,2703,119,2690,1090,184,2150,3147,781,24,2430,1208,937,3009,3539,2360,3611,3343,2551,2488,2519,553,2478,994,3377,1119,3338,1564,123
1361,544,399,1714,1349,796,2060,1199,1392,420,1840,357,1101,3040,1179,3451,1558,2592,2915,908,2547,389,3387,2401,47,3594,3396,1351,3315,1330,932,66,3392,597,2969,1006
2916,3100,448,1687,977,3133,2670,397,931,2983,1905,3140,1175,1319,1535,1225,2514,1039,3130,1995,830,567,1680,2973,1721,1158,81,2459,1909,2847,1384,2661,1264,465,2034,3167
2592,1383,1351,1006,357,913,1179,1718,3463,3396,796,1005,3392,1849,544,3249,420,1229,1335,1419,2547,3235,2060,3282,3240,2401,733,1349,3354,3313,868,941,1123,1361,3040,1477
2446,1771,813,631,3429,435,3420,181,1174,85,1320,939,3458,715,3478,3124,1526,839,3029,316,842,301,1141,1403,1973,1745,3155,2004,250,2557,417,3136,3366,3480,99,158
2293,1879,2812,253,961,1816,1157,285,874,927,2387,218,3462,3139,3060,297,1204,1562,3211,556,496,3278,1254,784,2936,2504,2526,112,1981,1568,1877,1456,983,1096,3266,2596
3179,3585,2178,1381,2308,3498,2878,17,2443,619,794,3180,335,2655,1666,1866,1878,846,801,1992,222,3368,2979,535,1590,680,1339,2429,3361,3293,3552,2091,2967,3041,3508,2283
3387,2565,1924,1629,908,1650,597,1199,1232,2851,1317,932,3451,1388,1889,2405,1101,2607,3594,918,399,2049,270,1361,917,2268,1167,1575,2915,671,1840,2797,1064,2541,2060,3583
948,2030,1860,665,3307,2822,2211,446,1089,1195,1792,3123,364,1282,3597,5,3460,3230,3082,1382,1249,198,303,442,466,2104,1910,2744,1454,1705,456,1228,3229,476,2370,2924
3534,1493,684,1582,3517,570,2933,467,2585,1715,2107,1052,2843,827,2455,326,2028,1,3136,1524,3076,3542,3039,564,1390,394,162,898,3045,481,483,301,1124,247,2719,2312
1219,997,1046,735,83,2400,1768,62,2524,260,2463,3289,1405,892,377,3225,352,1126,3190,2284,1345,14,2052,1253,2084,2806,229,1146,1120,1109,2868,585,177,2749,331,1027
267,1448,194,870,2650,2269,1523,957,2868,1919,1270,851,2483,1807,2520,3190,2911,173,385,945,706,3269,1345,1405,14,268,2063,1933,705,3580,1559,1768,3085,3104,440,1709
1964,92,1742,788,1822,2243,2411,3241,2816,739,752,3328,1927,942,2630,2668,694,1728,138,2755,1730,324,2487,2223,2635,41,2153,3291,1070,239,169,3483,1216,714,372,1260
2476,3037,1093,2326,175,691,1301,244,886,779,132,704,2640,3093,599,1578,1986,2678,3218,1626,3558,1223,74,1550,3341,2788,3350,862,3402,1239,2318,1611,1673,2314,2778,3428
3438,3284,673,1953,2266,2733,2207,3096,2699,2232,3565,2482,3378,2110,2016,3445,3383,579,3108,3204,1237,2941,2439,1463,25,1767,1192,2043,1099,178,2525,2095,477,165,2760,3380
449,1137,1333,2786,274,2901,817,374,217,91,3509,1694,2083,1387,2129,125,447,2559,1438,3530,3488,1832,221,3374,2249,320,329,742,2044,777,3197,2885,3352,327,346,2837
1070,2243,694,1728,1822,239,3241,372,1260,752,3324,1030,2487,3291,1964,296,788,2954,3511,324,2755,2345,1927,3410,2668,410,92,1742,979,3051,144,3052,2411,3099,2816,850
249,1940,849,2377,2829,1781,3397,2235,526,511,3595,492,1241,3012,785,1528,872,2471,254,1856,2925,3440,208,2918,3554,1813,2894,464,1904,2603,2881,783,1145,2498,2237,3132
1512,3036,111,2597,3087,1738,952,3035,3128,228,792,955,859,580,2227,429,2120,836,1506,3499,2582,890,2949,2588,1637,1589,2870,1939,2621,2074,1055,3561,37,655,4,766
1449,1704,2560,787,19,354,2889,1688,3430,3066,197,2989,2396,3283,1598,1049,1946,45,1291,2166,1312,1836,3346,2113,1720,1517,1743,3501,865,3206,2572,288,3001,2552,3525,1979
2144,3568,2642,1415,1645,1076,1815,2057,1641,709,2950,373,602,2632,978,2600,1475,1255,2712,2349,2657,1483,433,3182,127,2891,2893,633,537,2041,3169,1078,64,1934,3198,3408
34,2781,1150,2554,1031,3481,2139,605,2104,456,615,853,3358,2370,2795,1249,3411,2884,13,198,2713,2409,2721,2086,1865,3082,2452,364,2862,446,3512,1454,713,1272,504,2211
2540,227,3075,607,2006,3493,1431,2367,2614,2368,1461,212,2362,2068,612,871,1623,76,805,2885,1929,1347,2157,2826,841,3374,1310,1396,21,329,221,963,742,2257,338,2986
